Symbol	Length	LTL_S1	LTL_S2	LTL_S3
RP1-283E3.4	1810	112	98	139
SLC35E2	2513	82	86	103
GNB1	3549	2291	2838	2923
RP1-140A9.1	908	6	8	10
CALML6	1383	7	10	16
TMEM52	1301	13	16	12
C1orf222	344	1	8	6
RP11-547D24.1	1956	0	0	1
GABRD	1922	1	4	0
RP11-547D24.3	541	1	2	2
RP5-892K4.1	4197	15	10	12
RP11-181G12.2	2597	53	49	45
C1orf86	5458	131	133	135
AL590822.2	1944	63	68	96
AL590822.1	2262	17	32	25
RP11-181G12.5	316	0	0	0
RP11-181G12.4	328	0	2	0
MORN1	2730	230	261	230
RP4-713A8.1	494	1	0	0
AL589739.1	463	1	0	0
RP4-740C4.6	2408	65	116	90
RP4-740C4.7	569	3	14	11
RP4-740C4.9	502	10	7	10
RP4-740C4.8	745	15	16	18
RER1	4945	961	1214	1158
PEX10	2413	261	288	243
PLCH2	6048	55	35	41
RP3-395M20.2	457	3	1	3
RP3-395M20.3	516	3	1	0
PANK4	3256	431	512	491
HES5	1309	0	1	2
RP3-395M20.12	997	14	10	13
RP3-395M20.8	3548	13	12	7
RP3-395M20.7	1300	0	0	2
RP3-395M20.9	629	3	12	3
FAM213B	2844	473	596	537
MMEL1	3367	44	54	47
RP13-436F16.1	375	30	25	26
RP11-740P5.2	609	0	0	0
RP11-740P5.3	431	0	0	0
ACTRT2	1421	0	0	0
LINC00982	5604	8	0	18
RP1-163G9.2	471	0	0	0
RP11-22L13.1	3462	0	2	2
ARHGEF16	3585	1037	1114	1137
RP11-168F9.2	383	20	18	22
MIR551A	97	0	0	0
RP11-46F15.2	625	1	1	3
TPRG1L	2419	459	508	402
WRAP73	2024	166	207	183
TP73	5571	24	39	33
RP5-1092A11.5	757	0	2	0
RP5-1092A11.2	353	0	1	0
TP73-AS1	6603	503	736	628
SMIM1	737	207	231	139
LRRC47	2655	1027	1327	1133
RN7SL574P	296	15	21	15
RP1-286D6.5	532	55	52	67
CEP104	6900	514	600	626
AL691523.1	71	0	0	0
C1orf174	2560	343	437	469
RP13-15E13.1	3061	12	9	6
RP13-614K11.1	3245	0	0	0
RP13-614K11.2	940	0	0	0
RP5-1166F10.1	2083	0	0	0
RP1-37J18.1	358	0	0	0
RP1-37J18.2	687	0	0	0
RP11-542C10.1	453	0	0	0
RP1-58B11.1	1698	0	0	0
MIR4417	74	0	0	0
RP11-154H17.1	365	0	0	0
AL356693.1	90	0	0	0
MIR4689	71	0	1	0
AL356261.1	87	0	2	0
AL035406.1	83	0	0	0
CHD5	9688	2	4	7
RPL22	2657	2714	3651	2711
RP1-120G22.11	381	5	4	4
RNF207	4156	109	108	137
LINC00337	1690	12	8	3
HES3	701	1	1	0
GPR153	4088	311	281	325
RP1-202O8.3	838	0	0	0
HES2	5412	21	12	8
ESPN	3716	359	179	89
MIR4252	64	1	0	0
RP1-202O8.2	354	12	11	5
TNFRSF25	1688	162	151	180
NOL9	6661	709	887	842
RNU6-731P	112	0	0	3
TAS1R1	2898	2	5	8
ZBTB48	2304	382	505	459
KLHL21	6607	370	365	421
PHF13	3685	323	392	491
THAP3	3697	191	249	232
DNAJC11	4181	700	744	805
RP11-242F24.1	1688	0	1	0
snoU13	47331	449	500	600
RP11-312B8.1	418	7	16	17
RP11-334N17.1	351	1	2	1
RNU1-8P	166	0	1	0
CAMTA1-IT1	367	0	3	4
RP3-453P22.2	747	4	1	1
RP4-549F15.1	363	3	1	2
RP11-338N10.1	1722	1	5	3
RP11-338N10.2	571	0	3	2
RP11-338N10.3	268	1	0	1
VAMP3	2703	1400	1859	1554
RP3-467L1.6	394	20	26	24
RP3-467L1.4	833	1	5	1
UTS2	1790	0	1	1
PARK7	1721	967	1264	1046
Y_RNA	92405	795	908	1052
ERRFI1	4174	127	221	265
RNU1-7P	165	0	0	0
RP11-431K24.3	501	0	0	0
RP11-431K24.4	479	0	0	0
RN7SL729P	256	0	0	0
RNU6-991P	108	1	0	0
RP5-1115A15.1	707	16	8	14
SNORA77	620	3	5	2
RP4-633I8.4	355	17	7	14
ENO1	1795	7807	12870	9939
ENO1-IT1	746	29	27	32
ENO1-AS1	458	3	12	10
RNU6-304P	108	0	0	0
CA6	2671	0	0	0
RN7SL451P	298	0	0	0
SLC2A7	1551	0	0	0
SLC2A5	5933	4	2	5
SCARNA16	914	0	1	3
MIR34A	111	1	0	0
RP3-510D11.1	453	0	0	0
RP3-510D11.2	988	0	0	2
Z98044.1	144	0	0	0
SPSB1	3340	65	69	141
RNA5SP40	111	0	0	0
RP13-392I16.1	710	0	0	0
SLC25A33	3861	117	133	120
TMEM201	6971	130	163	190
PIK3CD	6371	350	282	342
C1orf200	1825	0	0	0
RP11-558F24.4	942	44	51	44
RP11-84A14.5	427	0	0	0
LZIC	2349	544	684	639
RP11-84A14.4	442	9	23	11
NMNAT1	4613	363	551	405
RN7SKP269	320	1	3	0
MIR5697	79	0	0	3
RP11-807G9.2	438	0	0	0
RBP7	640	5	3	7
RNU6-828P	108	1	1	1
MIR1273D	87	0	0	0
RNU6-37P	108	5	2	3
RN7SL731P	292	0	0	0
RN7SL721P	296	3	1	3
PGD	2216	1325	1744	1389
RP4-736L20.3	798	6	3	2
APITD1-CORT	1619	0	0	0
APITD1	2300	111	147	95
CORT	1132	9	11	13
DFFA	6628	1001	1318	1100
RP5-1113E3.3	469	0	0	0
RN7SL614P	279	1	0	1
RP4-734G22.3	7925	39	46	51
AL713997.1	89	0	0	0
TARDBP	3387	730	1110	1182
MASP2	2617	57	127	109
RP4-635E18.8	871	89	158	139
SRM	1274	100	99	122
RP4-635E18.7	2684	33	49	50
RP4-635E18.6	538	4	3	5
MTOR-AS1	768	0	3	5
RNU6-537P	104	0	3	0
ANGPTL7	2243	8	15	7
RNU6-291P	108	1	1	1
UBIAD1	3941	158	235	197
PTCHD2	6170	7	10	3
RP1-69M21.2	1288	0	0	0
FBXO2	1706	32	49	81
FBXO44	3535	151	223	249
FBXO6	1526	26	53	47
MAD2L2	1910	96	261	225
DRAXIN	7353	19	78	63
C1orf167	6148	0	0	0
RP11-56N19.5	1871	0	0	0
MTHFR	8404	1684	1530	1541
CLCN6	6476	522	559	694
NPPA-AS1	1431	10	3	6
NPPA	1124	2	1	6
NPPB	697	0	0	0
RNU5E-1	121	192	428	356
RNU5E-4P	121	37	85	59
KIAA2013	3284	617	779	599
PLOD1	3239	735	1077	1407
MIIP	2197	190	228	197
RN7SL649P	274	0	0	0
RNU6-777P	105	0	0	0
TNFRSF1B	3705	1	2	7
MIR4632	62	0	0	0
SNORA70	3869	1199	1683	1244
SNORA59A	153	6	6	5
RP5-888M10.2	440	0	0	0
DHRS3	2622	170	128	161
RNU6ATAC18P	102	1	2	0
RP11-474O21.5	346	0	0	2
AADACL3	4053	0	0	0
C1orf158	4338	15	71	36
PRAMEF12	1789	0	0	0
PRAMEF1	2444	0	0	0
RP5-845O24.8	380	0	0	0
PRAMEF11	1843	0	0	0
HNRNPCL1	1110	2	1	0
PRAMEF2	1646	0	0	0
PRAMEF4	1832	0	0	0
PRAMEF10	1529	0	0	0
PRAMEF7	1848	0	0	0
RNU6-1072P	108	0	0	0
PRAMEF22	1449	0	0	0
WI2-3308P17.2	606	0	0	0
RP13-221M14.2	386	0	0	0
RP13-221M14.3	669	0	0	0
PRAMEF26	1478	0	0	0
PRAMEF3	2107	0	0	0
PRAMEF5	1859	0	0	0
RNU6-771P	108	0	0	0
PRAMEF8	1848	0	0	0
PRAMEF9	1867	0	0	0
RP11-219C24.10	386	0	0	0
PRAMEF13	2168	0	0	0
PRAMEF18	1443	0	0	0
PRAMEF16	1590	0	0	0
PRAMEF21	1601	0	0	0
PRAMEF15	1867	0	0	0
PRAMEF14	2528	0	0	0
PRAMEF19	2126	0	0	0
PRAMEF17	1581	0	0	0
PRAMEF20	1601	0	0	0
LRRC38	2211	0	0	0
RP4-597A16.2	480	0	0	0
PDPN	3613	28	17	48
RNA5SP41	102	0	0	0
AL359771.1	102	0	0	0
CTA-520D8.2	381	0	0	0
SCARNA11	556	5	7	6
PRDM2	9844	356	540	580
RNU6-1265P	104	0	0	0
RP4-704D23.1	581	0	0	1
TMEM51	2245	379	291	364
C1orf195	562	19	12	20
RP3-467K16.2	3107	3	5	1
RP3-467K16.7	729	0	0	0
RP3-467K16.4	5181	2	3	5
EFHD2	2423	43	66	80
CTRC	3494	0	1	1
CELA2A	1376	0	0	3
CELA2B	1322	6	9	14
CASP9	5083	473	655	452
SCARNA21	577	2449	2961	2905
RP4-680D5.8	347	8	11	8
AGMAT	2507	414	390	196
RP4-680D5.2	2847	7	11	12
RNU7-179P	69	0	0	0
RSC1A1	1855	0	0	0
RP4-680D5.9	257	0	0	0
PLEKHM2	4142	669	818	883
AL121992.1	88	0	0	0
RP11-288I21.1	649	6	10	16
SLC25A34	3137	59	50	54
RP11-169K16.4	641	2	3	0
TMEM82	1526	54	53	21
FBLIM1	4493	519	563	640
RP11-169K16.9	2884	99	162	151
ZBTB17	3521	332	419	389
C1orf64	3041	0	0	0
RP11-5P18.5	468	0	0	0
HSPB7	3579	54	83	109
CLCNKA	3229	141	133	174
CLCNKB	2918	288	335	566
FAM131C	1708	154	121	105
EPHA2	3981	202	221	441
RP11-276H7.2	906	21	15	19
RP11-276H7.3	546	2	1	2
ARHGEF19-AS1	441	0	0	0
ARHGEF19	3295	169	313	172
ANO7P1	357	5	7	4
C1orf134	254	30	54	38
RSG1	1550	81	104	89
SZRD1	3949	1163	1441	1182
SPATA21	4342	9	17	23
RP4-798A10.2	3247	22	41	46
CROCCP3	5383	166	195	190
RNU1-1	165	68	204	135
RP4-798A10.7	1111	9	19	10
RP4-798A10.4	329	0	1	0
U1	3314	31	39	32
AL355149.2	511	0	0	0
AL355149.1	75	0	0	0
RP5-1182A14.5	340	4	7	4
CROCCP2	2771	338	441	386
RNU1-3	165	0	0	0
AL137798.1	511	0	0	0
AL021920.1	75	1	0	1
AL021920.2	511	0	0	0
RNU1-4	165	25	43	35
MST1L	3192	4027	5051	3742
RP11-108M9.1	739	0	0	0
RP11-108M9.2	885	1	4	0
MIR3675	74	0	1	0
RP11-108M9.4	408	209	314	219
RNU1-2	165	33	85	47
RP11-108M9.6	439	13	6	8
CROCC	6698	311	322	375
RP1-37C10.3	638	4	7	5
ATP13A2	4142	327	458	484
SDHB	1691	813	899	717
RP11-380J14.1	4679	0	0	1
PADI3	3205	0	0	0
MIR3972	88	0	0	0
PADI4	2773	0	0	0
AC004824.2	345	0	0	0
PADI6	2413	0	1	0
RP1-20B21.4	313	0	0	0
RCC2	4139	1105	1388	1491
AC004824.1	65	0	0	0
RP11-473A10.2	614	0	0	0
RP11-174G17.2	2474	0	0	0
RP11-174G17	434	0	0	0
RP11-422P22.1	493	0	0	2
KLHDC7A	5056	147	213	122
TAS1R2	2548	0	0	0
RP13-279N23.2	4396	3	0	1
ALDH4A1	3691	647	777	365
MIR4695	75	0	0	0
MIR1290	79	2	1	0
AL137127.1	101	5	5	3
RP1-43E13.2	509	6	19	24
EMC1	7872	1141	1567	1442
MRTO4	2709	338	451	399
AKR7L	2439	21	22	18
AKR7A3	1717	18	38	39
AKR7A2	1369	969	1036	894
RNU6-1099P	108	4	1	2
PQLC2	2183	235	250	215
RN7SL85P	257	0	0	0
RN7SL277P	287	3	2	2
RNU4-28P	142	0	0	0
MINOS1-NBL1	1627	1	0	1
MINOS1	4116	346	434	347
NBL1	2343	57	78	71
HTR6	1987	1	6	1
RNF186	1250	4	1	6
RP11-91K11.2	449	1	1	0
OTUD3	6558	595	942	831
PLA2G2E	789	0	0	0
RN7SL304P	300	0	0	0
PLA2G2A	1470	0	0	0
PLA2G5	2140	0	0	0
PLA2G2D	2676	0	0	0
PLA2G2F	2728	0	0	0
RP3-340N1.2	2495	0	0	1
PLA2G2C	3302	1	0	1
RP3-340N1.5	512	6	5	3
UBXN10	5573	178	329	186
RP3-340N1.6	482	0	0	0
VWA5B1	4753	3	7	5
RP4-745E8.2	231	0	2	0
RP4-749H3.2	379	0	0	0
CAMK2N1	2618	662	829	768
MUL1	2440	453	595	485
FAM43B	2582	22	20	22
CDA	967	4	0	3
DDOST	2572	2362	3299	2684
KIF17	4113	24	43	37
SH2D5	3966	24	17	47
RP5-930J4.2	301	2	0	2
RP5-930J4.4	574	0	0	0
RNU7-200P	63	0	0	1
MIR1256	120	1	2	4
AL031005.1	65	0	0	0
RP3-329E20.2	726	6	9	11
RP5-1071N3.1	2482	2	3	8
RP11-293F5.1	610	0	0	0
NBPF3	5438	269	393	314
RP11-63N8.3	823	0	1	0
AL359815.1	139	1	0	0
RAP1GAP	4395	410	516	662
CELA3B	964	0	0	0
RN7SL421P	287	0	0	0
RN7SL386P	296	0	0	0
RNU6-1022P	105	0	0	0
CELA3A	1167	0	1	0
RN7SL768P	285	0	0	0
RN7SL186P	296	0	0	0
RNU6-776P	105	0	0	0
RP1-224A6.3	617	0	2	1
LINC00339	1056	168	205	166
CDC42-IT1	694	4	8	8
RP1-224A6.9	749	10	16	13
WNT4	4012	46	133	147
MIR4418	63	0	1	0
ZBTB40-IT1	275	4	3	8
EPHA8	5375	64	28	30
C1QA	1176	0	0	4
C1QC	1338	0	0	2
C1QB	1257	0	0	5
MIR4684	83	0	0	0
AL611946.1	96	0	0	0
RP11-69E9.1	482	1	1	0
MIR4253	69	0	0	0
RP1-74M1.3	4820	62	117	70
LACTBL1	1647	2	0	0
C1orf234	513	0	1	0
KDM1A	3139	1774	2278	2202
RP1-184J9.2	668	9	11	9
MIR3115	69	0	0	1
MIR4419A	78	4	1	1
RNU6-514P	108	1	3	2
RNU6-135P	102	2	1	2
HTR1D	2851	1	2	0
RP5-1057J7.6	5445	128	152	161
HNRNPR	8059	2013	2779	2571
ZNF436	4396	568	684	735
C1orf213	2657	80	139	167
RP5-1057J7.7	651	10	13	8
ASAP3	4494	808	1048	987
RP1-150O5.3	458	2	0	1
ID3	1744	783	2538	1937
MDS2	2151	0	0	1
RPL11	943	5801	8375	6741
RN7SL532P	282	4	4	6
TCEB3	5403	588	762	732
RP5-886K2.3	1352	18	46	33
PITHD1	1730	571	742	685
LYPLA2	2052	906	1016	782
GALE	3242	1014	1098	1012
HMGCL	3080	1103	1228	988
FUCA1	2055	750	788	746
RN7SL24P	293	0	0	0
RP11-4M23.3	212	0	0	0
MIR378F	79	0	0	0
PNRC2	4792	182	290	233
SRSF10	11677	183	212	247
MYOM3	9408	5798	3475	5504
RP11-293P20.4	464	13	5	4
IL22RA1	2805	99	69	77
RP11-10N16.2	1852	0	0	0
AL590683.1	115	0	0	0
AL590683.2	90	0	0	0
GRHL3	3442	30	34	28
STPG1	6035	191	221	184
RCAN3	6807	468	563	513
RN7SL857P	261	0	0	0
RP4-594I10.3	1448	1	0	4
SRRM1	4110	971	1333	1238
RNU6-1208P	108	2	2	2
RUNX3	4511	3	2	3
RP11-84D1.1	823	0	0	1
MIR4425	85	0	0	0
RP4-799D16.1	616	0	0	0
RP4-706G24.1	422	2	0	1
SYF2	3156	820	1061	861
C1orf63	2543	1684	2145	2243
RP3-465N24.6	486	12	5	4
RHD	3111	12	4	4
TMEM50A	2690	1070	1147	915
RNU6-1171P	65	2	2	3
AL031284.1	60	0	0	0
LDLRAP1	4887	107	131	109
RP11-70P17.1	485	0	0	2
RP1-187B23.1	2226	0	3	2
SEPN1	4435	553	877	768
RP1-317E23.6	338	0	0	0
RP1-317E23.3	439	1	5	2
AL020996.1	2078	19	23	24
MTFR1L	3931	905	1202	1018
RP1-317E23.7	223	0	0	1
AUNIP	2356	13	27	26
RP1-125I3.2	851	3	2	3
PAQR7	3299	775	869	664
MIR3917	94	0	0	0
AL033528.1	75	0	0	0
PAFAH2	3650	630	753	605
RNU6-110P	105	0	0	0
SCARNA17	2322	1134	1478	879
SCARNA18	556	510	679	377
EXTL1	4220	25	38	46
SLC30A2	3506	91	128	82
TRIM63	2582	6	7	10
AL391650.1	101	0	0	0
PDIK1L	4283	384	514	421
FAM110D	1526	1	2	9
ZNF593	1958	6	9	8
RP11-96L14.7	1293	7	6	2
CNKSR1	2952	241	274	240
CATSPER4	1922	2	1	1
RP11-231P20.2	1082	43	44	24
CEP85	4027	318	392	455
UBXN11	3611	548	740	607
CD52	938	18	6	6
AIM1L	2682	17	26	21
RN7SL490P	256	0	0	0
ZNF683	1720	0	0	0
DHDDS	4201	525	759	629
RP3-476K8.3	533	11	14	14
HMGN2	2220	1165	1967	1602
MIR1976	53	0	0	0
RN7SL679P	302	0	0	0
RP5-968P14.2	2001	17	34	29
ARID1A	8868	1233	1478	1713
RN7SL501P	280	2	2	5
PIGV	2922	240	319	244
RN7SL165P	290	1	0	0
ZDHHC18	5374	238	343	349
SFN	1316	50	36	74
RP1-50O24.6	308	0	0	0
GPN2	4778	492	537	513
GPATCH3	2130	182	222	170
NR0B2	1158	4	4	4
C1orf172	1797	232	316	189
TRNP1	1960	58	132	100
FAM46B	2370	139	127	124
SLC9A1	4962	203	271	269
RP11-40H20.4	382	0	0	0
WDTC1	4821	647	825	785
RNU6-48P	108	3	9	2
SYTL1	3596	114	182	253
MAP3K6	4396	90	123	248
FCN3	1038	0	3	2
CD164L2	2045	1	19	19
GPR3	2117	6	6	11
RP4-752I6.1	430	5	8	3
RP1-159A19.4	285	6	11	5
FGR	3355	0	0	0
RP11-288L9.1	443	0	1	0
IFI6	870	22	40	49
RP11-288L9.4	491	0	0	1
RNU6-949P	108	0	0	0
RNU6-424P	106	0	0	0
FAM76A	3816	246	327	268
STX12	3312	750	1052	766
RP3-426I6.5	185	2	5	7
RP3-426I6.6	360	1	5	6
RNU6-1245P	107	0	0	0
PPP1R8	2826	601	770	630
SCARNA1	167	20	42	40
AL109927.1	172	0	0	0
THEMIS2	4626	9	6	14
RPA2	2027	370	595	479
SMPDL3B	2610	62	112	83
RP11-460I13.2	496	1	0	0
XKR8	2747	120	173	141
RN7SL559P	296	4	5	5
RNU6-176P	106	0	0	0
RNU7-29P	63	0	0	0
PTAFR	4709	11	14	22
AL353354.1	68	3	6	4
DNAJC8	1612	906	1111	1014
AL353354.2	351	0	0	0
ATPIF1	2228	2576	3092	2178
RP5-1092A3.4	1946	35	47	45
SESN2	3463	746	754	816
MED18	1870	213	247	206
RNU6ATAC27P	120	3	0	1
SNHG3	207	7620	10542	11554
SNORA73B	205	7673	9890	9431
TRNAU1AP	3408	264	354	378
SNHG12	2037	280	388	366
SNORD99	75	5	8	12
RAB42	2183	4	4	8
RP11-442N24__B.1	690	2	1	7
RNU11	135	483	817	686
GMEB1	6469	366	397	439
SCARNA24	269	6	3	1
YTHDF2	3577	1368	1708	1443
OPRD1	1777	1	7	2
RP1-212P9.2	1749	4	6	5
RP1-212P9.3	1088	1	5	6
TMEM200B	2642	43	74	126
RP11-242O24.3	282	2	7	3
RP11-242O24.5	322	6	9	6
MECR	2762	227	292	259
RP11-467D18.2	576	3	3	6
AL645859.1	143	1	2	2
RP3-437I16.1	2151	4	6	4
AL139151.1	83	0	0	0
AC092265.1	135	0	0	0
RP4-656G21.1	500	0	0	0
AL645944.1	105	0	0	0
RP11-111I12.1	1526	0	0	1
RP5-893G23.1	553	0	0	0
RP4-591L5.1	510	0	0	0
RP4-591L5.2	484	0	0	0
LAPTM5	2969	11	8	37
MIR4420	78	0	0	0
RP5-1125N11.1	446	0	0	0
RP1-65J11.1	1112	1	1	1
RN7SKP91	289	1	0	0
RP1-65J11.5	1749	0	0	0
SDC3	6782	925	776	905
SNORD103A	87	0	0	0
SNORD103B	87	8	9	7
SNORD85	74	8	12	11
NKAIN1	2596	3	5	15
SNRNP40	3286	391	558	467
ZCCHC17	1900	342	511	385
RP11-266K22.2	442	4	3	3
FABP3	762	812	777	741
SERINC2	3534	584	463	460
AC114494.1	424	2	3	1
RNU6-40P	108	0	0	0
RP11-439L8.3	1169	0	0	0
RP11-439L8.4	2744	0	0	0
RP11-73M7.1	594	0	0	0
TINAGL1	5524	276	221	337
HCRTR1	2518	12	11	8
PEF1	2773	600	809	648
COL16A1	6655	120	135	1349
BAI2	6742	136	146	416
MIR4254	77	0	1	2
RP11-84A19.3	539	0	0	0
SPOCD1	3981	8	14	15
RP11-84A19.2	2259	0	0	0
AL136115.1	1573	18	22	35
RP4-534N18.2	519	6	7	10
RP11-277A4.4	627	15	17	17
TMEM39B	2976	62	114	92
MIR5585	60	0	1	0
TXLNA	5114	1367	1857	1786
CCDC28B	1884	141	239	220
RP4-622L5.7	1362	19	31	35
IQCC	2298	192	261	233
DCDC2B	1358	164	212	272
TMEM234	1620	265	340	272
EIF3I	1561	1458	1955	1592
MTMR9LP	2633	77	129	152
FAM167B	938	3	7	9
LCK	2489	21	3	2
MARCKSL1	1701	1118	1738	1382
RP4-811H24.9	689	3	0	2
TSSK3	2087	86	81	72
FAM229A	908	11	5	8
BSDC1	4904	1609	1797	1595
RN7SL122P	299	0	0	0
ZBTB8B	12838	38	46	71
ZBTB8OS	1788	248	345	264
RBBP4	8039	2117	2741	2857
RP11-114B7.6	397	0	0	3
KIAA1522	5801	1312	1452	1576
YARS	4209	397	551	570
FNDC5	3041	32	24	53
HPCA	1511	0	7	7
TMEM54	1085	34	37	26
AL031602.1	107	1	2	0
FKSG48	376	0	0	1
RP1-117O3.2	1682	15	15	14
AK2	4672	1396	2018	1577
TRIM62	3647	31	62	56
ZNF362	3151	383	425	456
RP11-415J8.7	470	14	9	13
A3GALT2	1060	3	2	4
RP11-415J8.3	1085	25	33	13
MIR3605	101	3	2	3
RN7SKP16	300	1	8	8
AL138837.1	88	0	0	0
HMGB4	2534	0	0	0
RNA5SP42	116	0	0	0
C1orf94	2584	0	0	2
AC115286.1	85	0	0	0
MIR552	97	0	0	0
GJB5	1357	0	1	0
GJB4	2842	4	2	2
RP1-34M23.5	562	0	1	1
AL121988.1	85	0	0	0
GJB3	2390	0	3	1
GJA4	1624	5	6	20
RP5-997D16.2	722	30	47	47
SMIM12	5748	479	601	467
SNORD112	3521	7	18	17
RP11-244H3.1	3165	27	27	26
ZMYM6	9643	675	934	957
ZMYM6NB	925	6	5	5
ZMYM1	4238	383	551	472
RN7SL136P	262	0	0	0
RN7SL503P	300	0	1	4
SNORA62	973	34	40	47
ZMYM4-AS1	461	3	2	8
RNY5P1	79	0	0	2
NCDN	4292	215	278	276
RP4-728D4.2	1034	4	10	10
PSMB2	2707	506	706	626
RN7SL281P	251	0	0	0
C1orf216	3632	29	30	104
CLSPN	5268	13	15	84
RP11-435D7.3	541	0	0	0
AGO1	12906	1234	1350	1285
RP4-789D17.5	397	5	6	4
RP4-665N4.8	663	1	7	8
RP4-665N4.4	500	1	4	3
TEKT2	1519	154	332	246
ADPRHL2	1674	474	679	593
TRAPPC3	2997	666	787	705
MAP7D1	3694	483	591	671
RN7SL131P	255	0	0	0
SH3D21	3525	303	515	438
EVA1B	1215	209	318	265
RP11-268J15.5	1840	61	107	92
LSM10	1351	76	64	74
RNU4-27P	140	0	0	0
OSCP1	1871	204	327	239
SNORA63	1543	10827	11614	11847
MRPS15	2736	482	567	465
CSF3R	3499	2	14	9
RP4-614N24.1	465	0	0	0
MIR4255	73	0	0	0
RNU6-636P	108	0	0	0
RNA5SP43	111	0	0	0
RP11-422J8.1	1398	44	42	61
ZC3H12A	2690	167	151	198
MEAF6	2967	712	1009	790
MIR5581	61	8	11	9
DNALI1	4018	925	1419	1151
GNL2	3941	615	854	798
RSPO1	3168	2	2	13
C1orf109	3393	244	320	310
CDCA8	2479	21	26	94
EPHA10	7507	3	1	0
MANEAL	3022	13	11	7
RP11-109P14.9	702	0	0	0
MTF1	8036	222	277	295
AL929472.1	47	0	1	0
RP11-109P14.10	483	0	0	0
RNU6-584P	96	0	0	1
SF3A3	3745	766	1136	985
RNU6-510P	109	0	3	2
FHL3	1653	57	36	90
UTP11L	3112	315	482	464
POU3F1	2929	1	9	6
MIR3659	100	0	0	0
RP11-214L19.1	2287	0	0	0
RNU6-753P	108	0	0	0
RP11-329N22.1	793	0	0	0
RP5-864K19.4	981	18	9	15
MYCBP	5078	176	215	191
GJA9	3257	0	2	4
RHBDL2	2924	18	6	10
RNU6-605P	109	0	1	0
AKIRIN1	2746	2025	3025	1864
NDUFS5	551	1235	1918	1429
RNU6-608P	105	2	1	0
RNA5SP44	134	5	2	3
RP11-416A14.1	447	1	3	4
RP11-420K8.1	561	2	3	3
KIAA0754	6005	630	598	767
RP11-69E11.4	3066	117	159	142
PABPC4	3219	1049	1396	1438
RP11-69E11.8	555	19	35	42
SNORA55	136	13	11	4
HEYL	3756	47	100	183
RP1-144F13.3	306	2	1	3
NT5C1A	1113	0	0	0
HPCAL4	4860	1	3	24
RNU7-121P	63	0	0	0
PPIE	2279	429	524	433
OXCT2	1827	20	14	5
RP1-118J21.25	1197	0	2	1
TRIT1	2544	404	501	501
MYCL	4951	42	38	44
RP1-118J21.5	787	1	2	0
MFSD2A	3207	4	4	7
CAP1	3182	2539	2977	2786
PPT1	2913	516	724	660
RNU6-1237P	108	2	0	2
TMCO2	893	0	1	1
RP1-39G22.7	1542	190	333	236
ZMPSTE24	3375	889	1035	891
COL9A2	2967	206	188	553
SMAP2	1594	104	164	174
ZFP69B	2115	22	38	59
RP1-228H13.5	2447	15	20	38
ZFP69	3255	57	69	67
RP11-656D10.3	607	6	2	6
EXO5	3094	143	126	143
RP11-656D10.5	434	1	0	1
RP11-656D10.6	548	14	13	11
ZNF684	2744	165	215	186
RIMS3	7243	136	143	119
RP4-739H11.3	476	6	4	7
NFYC	4003	559	816	645
MIR30E	93	3	10	8
MIR30C1	90	0	10	4
RN7SL326P	295	0	0	0
CITED4	1291	10	28	14
RP5-1066H13.4	474	0	0	0
CTPS1	4329	109	183	236
SLFNL1	4314	25	23	36
RP11-399E6.1	711	2	1	0
FOXO6	2400	13	18	9
RP11-399E6.4	396	4	6	2
RNA5SP45	93	0	0	0
EDN2	1248	0	0	0
RP11-486B10.3	267	0	0	0
AL451006.1	88	0	0	0
GUCA2B	600	1	0	0
GUCA2A	572	0	1	0
RP11-223A3.1	663	10	8	8
ZMYND12	2203	30	53	41
PPCS	2202	644	793	581
RNU6-536P	108	1	0	0
PPIH	1773	214	261	243
RP5-994D16.3	598	10	9	6
YBX1	1769	3966	4740	3683
CLDN19	3606	2574	3209	1462
LEPRE1	3119	427	578	835
RP5-994D16.9	486	18	37	43
CCDC23	1244	178	260	220
ERMAP	4273	304	399	322
RP11-342M1.3	1625	13	29	17
ZNF691	2118	136	192	145
SLC2A1	3842	394	570	1453
SLC2A1-AS1	1128	6	1	18
RNU6-880P	108	0	0	0
RNU6-870P	90	0	0	0
FAM183A	730	18	75	48
EBNA1BP2	2175	396	505	450
RNA5SP46	121	0	0	1
TMEM125	1912	478	532	360
C1orf210	1519	488	565	362
MPL	2140	5	12	10
RP1-92O14.3	664	3	5	8
CDC20	1986	38	55	118
ELOVL1	1806	726	917	653
MED8	2044	463	588	407
RP1-92O14.6	735	15	19	14
SZT2-AS1	701	0	3	1
HYI	1316	55	88	73
HYI-AS1	547	3	3	7
KDM4A	4636	1211	1372	1345
RP11-184I16.4	473	0	0	1
RNU6-1058P	91	2	0	2
ARTN	2512	6	20	26
RP11-7O11.3	560	8	9	6
DPH2	2509	260	404	315
ATP6V0B	2295	1315	1682	1171
B4GALT2	3540	235	414	323
SLC6A9	4413	88	119	141
CCDC24	1606	422	571	369
RN7SL479P	299	0	0	0
KLF17	3135	0	0	0
DMAP1	5187	775	787	774
ERI3-IT1	621	36	29	41
AL390776.1	75	1	1	1
RNU6-369P	103	0	0	0
MIR5584	61	0	0	0
TMEM53	3640	188	214	156
C1orf228	1831	28	79	42
RNU5F-1	118	25	58	36
RNU5D-1	117	82	178	87
RP11-269F19.2	769	1	1	1
